,location,time,students
0,595,2018-05-18 00:00:00,0
1,595,2018-05-18 00:30:00,0
2,595,2018-05-18 01:00:00,0
3,595,2018-05-18 01:30:00,0
4,595,2018-05-18 02:00:00,0
5,595,2018-05-18 02:30:00,0
6,595,2018-05-18 03:00:00,0
7,595,2018-05-18 03:30:00,0
8,595,2018-05-18 04:00:00,0
9,595,2018-05-18 04:30:00,0
10,595,2018-05-18 05:00:00,0
11,595,2018-05-18 05:30:00,0
12,595,2018-05-18 06:00:00,0
13,595,2018-05-18 06:30:00,0
14,595,2018-05-18 07:00:00,0
15,595,2018-05-18 07:30:00,0
16,595,2018-05-18 08:00:00,0
17,595,2018-05-18 08:30:00,0
18,595,2018-05-18 09:00:00,53
19,595,2018-05-18 09:30:00,60
20,595,2018-05-18 10:00:00,54
21,595,2018-05-18 10:30:00,56
22,595,2018-05-18 11:00:00,2
23,595,2018-05-18 11:30:00,3
24,595,2018-05-18 12:00:00,2
25,595,2018-05-18 12:30:00,0
26,595,2018-05-18 13:00:00,0
27,595,2018-05-18 13:30:00,2
28,595,2018-05-18 14:00:00,2
29,595,2018-05-18 14:30:00,1
30,595,2018-05-18 15:00:00,3
31,595,2018-05-18 15:30:00,3
32,595,2018-05-18 16:00:00,2
33,595,2018-05-18 16:30:00,3
34,595,2018-05-18 17:00:00,0
35,595,2018-05-18 17:30:00,1
36,595,2018-05-18 18:00:00,1
37,595,2018-05-18 18:30:00,1
38,595,2018-05-18 19:00:00,0
39,595,2018-05-18 19:30:00,0
40,595,2018-05-18 20:00:00,3
41,595,2018-05-18 20:30:00,0
42,595,2018-05-18 21:00:00,2
43,595,2018-05-18 21:30:00,3
44,595,2018-05-18 22:00:00,0
45,595,2018-05-18 22:30:00,0
46,595,2018-05-18 23:00:00,0
47,595,2018-05-18 23:30:00,0
48,594,2018-05-18 00:00:00,0
49,594,2018-05-18 00:30:00,0
50,594,2018-05-18 01:00:00,0
51,594,2018-05-18 01:30:00,0
52,594,2018-05-18 02:00:00,0
53,594,2018-05-18 02:30:00,0
54,594,2018-05-18 03:00:00,0
55,594,2018-05-18 03:30:00,0
56,594,2018-05-18 04:00:00,0
57,594,2018-05-18 04:30:00,0
58,594,2018-05-18 05:00:00,0
59,594,2018-05-18 05:30:00,0
60,594,2018-05-18 06:00:00,0
61,594,2018-05-18 06:30:00,0
62,594,2018-05-18 07:00:00,0
63,594,2018-05-18 07:30:00,0
64,594,2018-05-18 08:00:00,0
65,594,2018-05-18 08:30:00,1
